行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润,发货时长_天,年份,月份,季度,星期,利润率,是否亏损,平均单价
1567,CN-202021-4595101,2022-08-20,2022-08-24,标准级,刘立-16810,刘立,消费者,泉州,福建,中国,华东,办公用-收纳-10003897,办公用品,收纳具,"Rogers 搁板, 金属",285.6,1,0.0,48.44,4,2022,8,3,5,0.16960784313725488,0,285.6
1568,CN-202021-4595101,2022-08-20,2022-08-24,标准级,刘立-16810,刘立,消费者,泉州,福建,中国,华东,办公用-标签-10000574,办公用品,标签,"Harbour Creations 运输标签, 红色",157.92,3,0.0,31.5,4,2022,8,3,5,0.199468085106383,0,52.63999999999999
1569,CN-202021-4595101,2022-08-20,2022-08-24,标准级,刘立-16810,刘立,消费者,泉州,福建,中国,华东,家具-书架-10004006,家具,书架,"Sauder 柜, 黑色",3920.700000000001,5,0.0,744.8000000000001,4,2022,8,3,5,0.18996607748616315,0,784.1400000000002
1570,CN-202021-4595101,2022-08-20,2022-08-24,标准级,刘立-16810,刘立,消费者,泉州,福建,中国,华东,家具-用具-10004691,家具,用具,"Tenex 框架, 耐用",1498.14,3,0.0,74.76,4,2022,8,3,5,0.04990187832912812,0,499.38000000000005
1571,CN-202021-4595101,2022-08-20,2022-08-24,标准级,刘立-16810,刘立,消费者,泉州,福建,中国,华东,办公用-用品-10001508,办公用品,用品,"Acme 修剪器, 钢",205.24,1,0.0,45.08000000000001,4,2022,8,3,5,0.2196452933151433,0,205.24
1572,CN-202021-5477816,2022-01-26,2022-01-28,一级,戴珑-17860,戴珑,公司,晋江,福建,中国,华东,办公用-用品-10001871,办公用品,用品,"Fiskars 开信刀, 蓝色",782.04,6,0.0,171.36,2,2022,1,1,2,0.21911922663802366,0,130.34
1573,CN-202021-5477816,2022-01-26,2022-01-28,一级,戴珑-17860,戴珑,公司,晋江,福建,中国,华东,办公用-纸张-10002399,办公用品,纸张,"Green Bar 备忘录便条, 回收",393.4,5,0.0,0.0,2,2022,1,1,2,0.0,0,78.67999999999999
1574,CN-202022-2871844,2023-06-28,2023-07-02,二级,贺婉-21355,贺婉,公司,武汉,湖北,中国,中南,办公用-收纳-10003675,办公用品,收纳具,"Smead 搁板, 蓝色",456.6799999999999,2,0.0,196.28,4,2023,6,2,2,0.4297976701410179,0,228.33999999999995
1575,CN-202022-2871844,2023-06-28,2023-07-02,二级,贺婉-21355,贺婉,公司,武汉,湖北,中国,中南,技术-复印-10003649,技术,复印机,"惠普 复印机, 数字化",2725.296,4,0.4,317.8559999999998,4,2023,6,2,2,0.11663173468129695,0,681.324
1576,CN-202022-2871844,2023-06-28,2023-07-02,二级,贺婉-21355,贺婉,公司,武汉,湖北,中国,中南,办公用-装订-10000833,办公用品,装订机,"Acco 装订机, 耐用",139.86,3,0.4,-26.04000000000001,4,2023,6,2,2,-0.18618618618618624,1,46.620000000000005
1577,CN-202022-2871844,2023-06-28,2023-07-02,二级,贺婉-21355,贺婉,公司,武汉,湖北,中国,中南,家具-椅子-10004718,家具,椅子,"Novimex 折叠椅, 红色",460.488,2,0.4,-276.472,4,2023,6,2,2,-0.6003891523774778,1,230.244
1578,CN-202022-2871844,2023-06-28,2023-07-02,二级,贺婉-21355,贺婉,公司,武汉,湖北,中国,中南,家具-椅子-10000676,家具,椅子,"SAFCO 椅垫, 可调",348.936,2,0.4,34.77600000000004,4,2023,6,2,2,0.09966297544535399,0,174.468
1579,CN-202022-2871844,2023-06-28,2023-07-02,二级,贺婉-21355,贺婉,公司,武汉,湖北,中国,中南,办公用-美术-10003822,办公用品,美术,"BIC 钢笔, 蓝色",39.98399999999999,3,0.8,-70.05600000000001,4,2023,6,2,2,-1.7521008403361353,1,13.327999999999996
1580,CN-202022-2871844,2023-06-28,2023-07-02,二级,贺婉-21355,贺婉,公司,武汉,湖北,中国,中南,技术-电话-10003816,技术,电话,"摩托罗拉 耳机, 全尺寸",453.768,2,0.4,-121.072,4,2023,6,2,2,-0.2668147599654449,1,226.884
1581,CN-202021-5966135,2022-12-13,2022-12-17,二级,白斯-20995,白斯云,消费者,岭东,黑龙江,中国,东北,技术-设备-10001533,技术,设备,"松下 电话, 白色",2719.5,7,0.0,190.12,4,2022,12,4,1,0.06990990990990992,0,388.5
1582,CN-202021-5966135,2022-12-13,2022-12-17,二级,白斯-20995,白斯云,消费者,岭东,黑龙江,中国,东北,办公用-信封-10004068,办公用品,信封,"Ames 搭扣信封, 回收",196.0,7,0.0,27.44,4,2022,12,4,1,0.14,0,28.0
1583,CN-202021-5966135,2022-12-13,2022-12-17,二级,白斯-20995,白斯云,消费者,岭东,黑龙江,中国,东北,办公用-系固-10000170,办公用品,系固件,"Stockwell 图钉, 混合尺寸",51.24,1,0.0,9.66,4,2022,12,4,1,0.1885245901639344,0,51.24
1584,US-202020-4733722,2021-11-29,2021-12-04,标准级,冯丽-17350,冯丽丽,消费者,库尔勒,新疆,中国,西北,办公用-装订-10004263,办公用品,装订机,"Acco 装订机, 实惠",424.2,6,0.0,79.8,5,2021,11,4,0,0.18811881188118812,0,70.7
1585,US-202020-4733722,2021-11-29,2021-12-04,标准级,冯丽-17350,冯丽丽,消费者,库尔勒,新疆,中国,西北,办公用-器具-10000222,办公用品,器具,"KitchenAid 微波炉, 银色",7258.299999999999,5,0.0,2249.8,5,2021,11,4,0,0.30996238788697084,0,1451.6599999999999
1586,CN-202023-1398198,2024-11-20,2024-11-24,标准级,巩廉-17275,巩廉,消费者,临朐,山东,中国,华东,办公用-标签-10000619,办公用品,标签,"Avery 可去除的标签, 耐用",51.94,1,0.0,3.5,4,2024,11,4,2,0.06738544474393532,0,51.94
1587,CN-202023-1398198,2024-11-20,2024-11-24,标准级,巩廉-17275,巩廉,消费者,临朐,山东,中国,华东,家具-用具-10002267,家具,用具,"Advantus 分层置放架, 优质",466.48,4,0.0,228.48,4,2024,11,4,2,0.48979591836734687,0,116.62
1588,CN-202020-4647823,2021-10-11,2021-10-13,二级,田谙-18850,田谙,消费者,枣庄,山东,中国,华东,技术-复印-10002458,技术,复印机,"夏普 传真复印机, 红色",1556.8,2,0.0,451.36,2,2021,10,4,0,0.28992805755395684,0,778.4
1589,CN-202020-3694355,2021-04-01,2021-04-06,标准级,邓立-16900,邓立,消费者,公主岭,吉林,中国,东北,家具-椅子-10002532,家具,椅子,"Hon 椅垫, 可调",541.52,2,0.0,270.76,5,2021,4,2,3,0.5,0,270.76
1590,CN-202020-3694355,2021-04-01,2021-04-06,标准级,邓立-16900,邓立,消费者,公主岭,吉林,中国,东北,办公用-装订-10004589,办公用品,装订机,"Avery 孔加固材料, 耐用",55.16,2,0.0,0.84,5,2021,4,2,3,0.015228426395939087,0,27.58
1591,CN-202020-3694355,2021-04-01,2021-04-06,标准级,邓立-16900,邓立,消费者,公主岭,吉林,中国,东北,办公用-系固-10002492,办公用品,系固件,"Advantus 夹子, 金属",452.9000000000001,5,0.0,144.9,5,2021,4,2,3,0.3199381761978361,0,90.58000000000001
1592,CN-202023-2116724,2024-12-29,2024-12-31,二级,白婵-10975,白婵,公司,定陶,山东,中国,华东,办公用-器具-10000254,办公用品,器具,"KitchenAid 咖啡研磨机, 白色",960.5399999999998,3,0.0,172.62,2,2024,12,4,6,0.1797114123305641,0,320.17999999999995
1593,CN-202023-2116724,2024-12-29,2024-12-31,二级,白婵-10975,白婵,公司,定陶,山东,中国,华东,办公用-用品-10001088,办公用品,用品,"Fiskars 美工刀, 钢",488.88,3,0.0,200.34,2,2024,12,4,6,0.4097938144329897,0,162.96
1594,CN-202023-2116724,2024-12-29,2024-12-31,二级,白婵-10975,白婵,公司,定陶,山东,中国,华东,办公用-装订-10000765,办公用品,装订机,"Wilson Jones 孔加固材料, 回收",159.74,7,0.0,2.94,2,2024,12,4,6,0.01840490797546012,0,22.82
1595,CN-202020-2975416,2021-01-11,2021-01-16,标准级,潘雯-21775,潘雯,公司,七台河,黑龙江,中国,东北,办公用-用品-10003209,办公用品,用品,"Acme 大剪刀, 工业",721.56,3,0.0,100.8,5,2021,1,1,0,0.13969732246798602,0,240.51999999999998
1596,CN-202020-2975416,2021-01-11,2021-01-16,标准级,潘雯-21775,潘雯,公司,七台河,黑龙江,中国,东北,办公用-收纳-10000871,办公用品,收纳具,"Eldon 盒, 工业",150.36,3,0.0,28.56,5,2021,1,1,0,0.18994413407821226,0,50.120000000000005
1597,CN-202022-3898543,2023-11-12,2023-11-17,二级,姚彩-10765,姚彩,小型企业,兖州,山东,中国,华东,技术-设备-10003952,技术,设备,"柯尼卡 卡片打印机, 白色",2430.12,3,0.0,23.94,5,2023,11,4,6,0.00985136536467335,0,810.04
1598,CN-202022-3898543,2023-11-12,2023-11-17,二级,姚彩-10765,姚彩,小型企业,兖州,山东,中国,华东,技术-复印-10000495,技术,复印机,"Brother 传真复印机, 数字化",2675.82,3,0.0,240.66,5,2023,11,4,6,0.08993878512007533,0,891.94
1599,CN-202022-3898543,2023-11-12,2023-11-17,二级,姚彩-10765,姚彩,小型企业,兖州,山东,中国,华东,办公用-收纳-10002846,办公用品,收纳具,"Rogers 搁板, 工业",584.3599999999999,2,0.0,11.48,5,2023,11,4,6,0.019645424053665553,0,292.17999999999995
1600,CN-202022-3898543,2023-11-12,2023-11-17,二级,姚彩-10765,姚彩,小型企业,兖州,山东,中国,华东,办公用-收纳-10000379,办公用品,收纳具,"Smead 锁柜, 工业",1856.4,2,0.0,426.72,5,2023,11,4,6,0.22986425339366517,0,928.2
1601,CN-202022-3898543,2023-11-12,2023-11-17,二级,姚彩-10765,姚彩,小型企业,兖州,山东,中国,华东,家具-椅子-10003884,家具,椅子,"Hon 扶手椅, 可调",4289.879999999999,2,0.0,343.0,5,2023,11,4,6,0.0799556164741205,0,2144.9399999999996
1602,CN-202023-5909028,2024-08-28,2024-09-01,标准级,孙雯-21805,孙雯,公司,厦门,福建,中国,华东,办公用-用品-10003697,办公用品,用品,"Acme 尺子, 钢",375.9,5,0.0,25.9,4,2024,8,3,2,0.06890130353817504,0,75.17999999999999
1603,CN-202023-5909028,2024-08-28,2024-09-01,标准级,孙雯-21805,孙雯,公司,厦门,福建,中国,华东,技术-设备-10003033,技术,设备,"StarTech 喷墨打印机, 耐用",4226.460000000001,3,0.0,1521.24,4,2024,8,3,2,0.3599324257179767,0,1408.8200000000004
1604,CN-202023-3188485,2024-12-18,2024-12-23,标准级,钟立-16720,钟立,消费者,成都,四川,中国,西南,办公用-纸张-10001282,办公用品,纸张,"Enermax 笔记本, 每包 12 个",761.6000000000001,5,0.0,197.4,5,2024,12,4,2,0.2591911764705882,0,152.32000000000002
1605,CN-202023-3188485,2024-12-18,2024-12-23,标准级,钟立-16720,钟立,消费者,成都,四川,中国,西南,技术-复印-10003723,技术,复印机,"Hewlett 个人复印机, 数字化",1611.792,4,0.4,268.3520000000001,5,2024,12,4,2,0.16649294698075193,0,402.948
1606,CN-202023-3188485,2024-12-18,2024-12-23,标准级,钟立-16720,钟立,消费者,成都,四川,中国,西南,技术-复印-10000191,技术,复印机,"佳能 无线传真机, 数字化",3177.72,3,0.4,-1748.04,5,2024,12,4,2,-0.5500925191646842,1,1059.24
1607,CN-202021-2977814,2022-07-04,2022-07-07,二级,施强-19390,施强,消费者,塘沽,天津,中国,华北,办公用-装订-10003846,办公用品,装订机,"Cardinal 装订机, 耐用",143.08,2,0.0,35.56,3,2022,7,3,0,0.24853228962818003,0,71.54
1608,CN-202021-2977814,2022-07-04,2022-07-07,二级,施强-19390,施强,消费者,塘沽,天津,中国,华北,技术-设备-10003259,技术,设备,"StarTech 喷墨打印机, 白色",4202.52,3,0.0,1008.42,3,2022,7,3,0,0.23995602638416946,0,1400.8400000000001
1609,CN-202020-3139690,2021-09-03,2021-09-09,标准级,任临-17440,任临耀,公司,哈尔滨,黑龙江,中国,东北,办公用-装订-10001101,办公用品,装订机,"Avery 订书机, 耐用",704.76,3,0.0,253.68,6,2021,9,3,4,0.3599523241954708,0,234.92
1610,CN-202020-3139690,2021-09-03,2021-09-09,标准级,任临-17440,任临耀,公司,哈尔滨,黑龙江,中国,东北,办公用-装订-10001158,办公用品,装订机,"Avery 装订机盖, 实惠",206.64,4,0.0,12.32,6,2021,9,3,4,0.059620596205962065,0,51.66
1611,CN-202020-2280831,2021-06-15,2021-06-19,标准级,沈强-19375,沈强,消费者,重庆,重庆,中国,西南,办公用-信封-10003334,办公用品,信封,"Cameo 马尼拉纸信封, 红色",997.64,7,0.0,89.18,4,2021,6,2,1,0.0893909626719057,0,142.52
1612,CN-202022-4596452,2023-11-20,2023-11-24,标准级,徐婵-11005,徐婵,小型企业,郑州,河南,中国,中南,技术-电话-10001717,技术,电话,"摩托罗拉 音频基座, 整包",3237.92,4,0.0,1618.96,4,2023,11,4,0,0.5,0,809.48
1613,CN-202021-3132720,2022-06-23,2022-06-28,标准级,罗君-15235,罗君,消费者,威海,山东,中国,华东,办公用-美术-10001717,办公用品,美术,"Boston 钢笔, 混合尺寸",324.8000000000001,4,0.0,100.24,5,2022,6,2,3,0.30862068965517225,0,81.20000000000003
1614,CN-202021-3132720,2022-06-23,2022-06-28,标准级,罗君-15235,罗君,消费者,威海,山东,中国,华东,办公用-收纳-10003456,办公用品,收纳具,"Eldon 文件车, 单宽度",1790.88,3,0.0,716.1,5,2022,6,2,3,0.399859287054409,0,596.96
1615,CN-202021-3132720,2022-06-23,2022-06-28,标准级,罗君-15235,罗君,消费者,威海,山东,中国,华东,办公用-装订-10000287,办公用品,装订机,"Wilson Jones 孔加固材料, 实惠",84.56000000000002,4,0.0,20.16,5,2022,6,2,3,0.23841059602649003,0,21.140000000000004
1616,CN-202021-3132720,2022-06-23,2022-06-28,标准级,罗君-15235,罗君,消费者,威海,山东,中国,华东,家具-用具-10000470,家具,用具,"Advantus 框架, 优质",1024.24,2,0.0,337.96,5,2022,6,2,3,0.3299617277200656,0,512.12
1617,CN-202021-3132720,2022-06-23,2022-06-28,标准级,罗君-15235,罗君,消费者,威海,山东,中国,华东,技术-电话-10004300,技术,电话,"苹果 智能手机, 整包",2879.1,5,0.0,431.2,5,2022,6,2,3,0.14976902504254802,0,575.8199999999999
1618,CN-202020-5703090,2021-01-11,2021-01-16,标准级,潘丽-16240,潘丽美,公司,沂水,山东,中国,华东,办公用-用品-10000602,办公用品,用品,"Fiskars 修剪器, 蓝色",2368.8,12,0.0,1159.2,5,2021,1,1,0,0.48936170212765956,0,197.4
1619,CN-202021-4373153,2022-04-04,2022-04-04,当日,邱升-20035,邱升,小型企业,南宁,广西,中国,中南,家具-桌子-10004552,家具,桌子,"Lesro 培训桌, 白色",3793.86,4,0.25,1264.34,0,2022,4,2,0,0.33325952987195095,0,948.465
1620,US-202022-1964482,2023-05-11,2023-05-15,二级,施良-17155,施良,消费者,成都,四川,中国,西南,家具-用具-10003581,家具,用具,"Deflect-O 门挡, 一包多件",369.684,3,0.4,-86.436,4,2023,5,2,3,-0.2338104976141786,1,123.22800000000001
1621,US-202022-1964482,2023-05-11,2023-05-15,二级,施良-17155,施良,消费者,成都,四川,中国,西南,办公用-标签-10004286,办公用品,标签,"Avery 有色标签, 耐用",319.2,5,0.0,70.0,4,2023,5,2,3,0.2192982456140351,0,63.839999999999996
1622,US-202021-3670764,2022-06-18,2022-06-24,标准级,邵彩-10720,邵彩,小型企业,扬州,江苏,中国,华东,办公用-系固-10004283,办公用品,系固件,"OIC 橡皮筋, 每包 12 个",46.2,1,0.4,-2.380000000000003,6,2022,6,2,5,-0.051515151515151576,1,46.2
1623,US-202021-3670764,2022-06-18,2022-06-24,标准级,邵彩-10720,邵彩,小型企业,扬州,江苏,中国,华东,办公用-信封-10001476,办公用品,信封,"Kraft 外皮和封条, 红色",672.84,6,0.0,168.0,6,2022,6,2,5,0.24968789013732834,0,112.14
1624,US-202021-3670764,2022-06-18,2022-06-24,标准级,邵彩-10720,邵彩,小型企业,扬州,江苏,中国,华东,技术-电话-10000920,技术,电话,"三星 智能手机, 蓝色",690.144,2,0.4,-46.25600000000003,6,2022,6,2,5,-0.06702369360597213,1,345.072
1625,US-202021-3670764,2022-06-18,2022-06-24,标准级,邵彩-10720,邵彩,小型企业,扬州,江苏,中国,华东,办公用-装订-10004829,办公用品,装订机,"Avery 孔加固材料, 透明",21.672,2,0.4,-6.048000000000002,6,2022,6,2,5,-0.2790697674418605,1,10.836
1626,US-202021-3670764,2022-06-18,2022-06-24,标准级,邵彩-10720,邵彩,小型企业,扬州,江苏,中国,华东,家具-椅子-10002246,家具,椅子,"Novimex 沙滩椅, 每套两件",1214.892,9,0.4,-61.48800000000006,6,2022,6,2,5,-0.050611906243517996,1,134.988
1627,US-202021-3670764,2022-06-18,2022-06-24,标准级,邵彩-10720,邵彩,小型企业,扬州,江苏,中国,华东,技术-电话-10001992,技术,电话,"三星 充电器, 全尺寸",8924.16,5,0.4,-2975.14,6,2022,6,2,5,-0.3333803965863454,1,1784.8319999999999
1628,US-202021-3670764,2022-06-18,2022-06-24,标准级,邵彩-10720,邵彩,小型企业,扬州,江苏,中国,华东,家具-用具-10000812,家具,用具,"Advantus 分层置放架, 耐用",393.12,6,0.4,-59.64000000000004,6,2022,6,2,5,-0.1517094017094018,1,65.52
1629,CN-202021-4214287,2022-08-28,2022-09-02,标准级,卢壁-10450,卢壁,消费者,池州,安徽,中国,华东,家具-椅子-10000989,家具,椅子,"Office Star 摇椅, 每套两件",5344.639999999999,8,0.0,160.16,5,2022,8,3,6,0.02996647108130763,0,668.0799999999999
1630,CN-202023-5468349,2024-05-27,2024-05-31,标准级,马晨-11185,马晨,公司,济南,山东,中国,华东,技术-配件-10004919,技术,配件,"Enermax 路由器, 可编程",3637.62,3,0.0,1091.16,4,2024,5,2,0,0.2999653619674403,0,1212.54
1631,CN-202023-5468349,2024-05-27,2024-05-31,标准级,马晨-11185,马晨,公司,济南,山东,中国,华东,家具-书架-10001540,家具,书架,"Dania 古典书架, 白色",3857.28,2,0.0,848.4,4,2024,5,2,0,0.2199477351916376,0,1928.64
1632,CN-202020-2098822,2021-08-06,2021-08-10,二级,林青-19600,林青,消费者,南宁,广西,中国,中南,家具-椅子-10004006,家具,椅子,"Novimex 扶手椅, 黑色",15305.472,8,0.1,4930.912,4,2021,8,3,4,0.32216660812551223,0,1913.184
1633,CN-202020-2098822,2021-08-06,2021-08-10,二级,林青-19600,林青,消费者,南宁,广西,中国,中南,技术-配件-10000619,技术,配件,"贝尔金 闪存驱动器, 耐用",1180.2,6,0.0,365.4,4,2021,8,3,4,0.30960854092526685,0,196.70000000000002
1634,CN-202020-2098822,2021-08-06,2021-08-10,二级,林青-19600,林青,消费者,南宁,广西,中国,中南,办公用-标签-10001875,办公用品,标签,"Avery 文件夹标签, 可调",229.32,7,0.0,114.66,4,2021,8,3,4,0.5,0,32.76
1635,CN-202021-3405401,2022-04-13,2022-04-17,标准级,罗琼-19615,罗琼,消费者,太原,山西,中国,华北,办公用-装订-10004028,办公用品,装订机,"Wilson Jones 打孔机, 实惠",522.48,4,0.0,41.44,4,2022,4,2,2,0.07931404072883172,0,130.62
1636,CN-202023-1399108,2024-09-17,2024-09-21,标准级,刘明-18295,刘明,公司,上海,上海,中国,华东,办公用-美术-10002566,办公用品,美术,"Stanley 荧光笔, 混合尺寸",83.44,1,0.0,9.94,4,2024,9,3,1,0.11912751677852348,0,83.44
1637,US-202020-5648514,2021-02-14,2021-02-18,标准级,邓立-16900,邓立,消费者,广元,四川,中国,西南,办公用-系固-10003118,办公用品,系固件,"Stockwell 夹子, 混合尺寸",140.112,3,0.4,-23.68800000000002,4,2021,2,1,6,-0.169064748201439,1,46.704
1638,US-202020-5648514,2021-02-14,2021-02-18,标准级,邓立-16900,邓立,消费者,广元,四川,中国,西南,办公用-信封-10000686,办公用品,信封,"GlobeWeis 局间信封, 每套 50 个",2677.92,12,0.0,1097.04,4,2021,2,1,6,0.4096612296110414,0,223.16
1639,CN-202021-2098822,2022-09-12,2022-09-17,标准级,周康-15340,周康,消费者,南昌,江西,中国,华东,办公用-信封-10002784,办公用品,信封,"Kraft 搭扣信封, 红色",117.04,2,0.0,50.12,5,2022,9,3,0,0.4282296650717703,0,58.52
1640,CN-202022-5113626,2023-03-04,2023-03-10,标准级,陶武-21880,陶武,公司,北京,北京,中国,华北,技术-配件-10002107,技术,配件,"贝尔金 闪存驱动器, 实惠",391.44,2,0.0,50.68,6,2023,3,1,5,0.12947067238912732,0,195.72
1641,CN-202022-5113626,2023-03-04,2023-03-10,标准级,陶武-21880,陶武,公司,北京,北京,中国,华北,办公用-美术-10000757,办公用品,美术,"Boston 记号笔, 混合尺寸",275.8,2,0.0,82.60000000000001,6,2023,3,1,5,0.29949238578680204,0,137.9
1642,CN-202022-5113626,2023-03-04,2023-03-10,标准级,陶武-21880,陶武,公司,北京,北京,中国,华北,办公用-信封-10000222,办公用品,信封,"Ames 商业信封, 回收",439.04,7,0.0,25.48,6,2023,3,1,5,0.05803571428571428,0,62.720000000000006
1643,US-202022-2841000,2023-02-21,2023-02-26,标准级,李谙-18775,李谙,小型企业,内江,四川,中国,西南,家具-椅子-10000519,家具,椅子,"SAFCO 扶手椅, 黑色",3855.599999999999,3,0.4,-835.3799999999997,5,2023,2,1,1,-0.21666666666666665,1,1285.1999999999996
1644,CN-202023-5027699,2024-11-30,2024-12-04,标准级,徐伟-21625,徐伟,消费者,韶关,广东,中国,中南,办公用-用品-10004456,办公用品,用品,"Fiskars 大剪刀, 锯齿状",827.6800000000001,4,0.0,338.8,4,2024,11,4,5,0.40933694181326113,0,206.92000000000002
1645,US-202023-3405401,2024-10-26,2024-10-31,标准级,丁娇-14695,丁娇,公司,无锡,江苏,中国,华东,办公用-装订-10003400,办公用品,装订机,"Acco 打孔机, 耐用",796.8240000000001,9,0.4,-319.536,5,2024,10,4,5,-0.4010120177103099,1,88.536
1646,CN-202021-1090625,2022-06-11,2022-06-15,标准级,任杰-14755,任杰,消费者,济南,山东,中国,华东,办公用-装订-10003441,办公用品,装订机,"Avery 标签, 耐用",219.24,6,0.0,41.16,4,2022,6,2,5,0.18773946360153254,0,36.54
1647,CN-202021-3342061,2022-01-18,2022-01-22,标准级,蒋冬-12370,蒋冬露,消费者,沧州,河北,中国,华北,办公用-装订-10003513,办公用品,装订机,"Acco 标签, 耐用",188.16,4,0.0,48.72,4,2022,1,1,1,0.25892857142857145,0,47.04
1648,CN-202021-1646975,2022-04-09,2022-04-12,一级,巩辉-12595,巩辉,消费者,百色,广西,中国,中南,办公用-器具-10000857,办公用品,器具,"Cuisinart 冰箱, 黑色",6937.139999999999,3,0.0,138.6,3,2022,4,2,5,0.019979415148029304,0,2312.3799999999997
1649,CN-202021-1646975,2022-04-09,2022-04-12,一级,巩辉-12595,巩辉,消费者,百色,广西,中国,中南,办公用-美术-10002494,办公用品,美术,"BIC 铅笔刀, 蓝色",649.8240000000001,6,0.2,121.464,3,2022,4,2,5,0.186918304033092,0,108.30400000000002
1650,CN-202020-4641447,2021-09-30,2021-10-04,标准级,俞荷-13780,俞荷,消费者,西安,陕西,中国,西北,技术-设备-10001705,技术,设备,"StarTech 电话, 多色",1043.28,3,0.0,208.32,4,2021,9,3,3,0.1996779388083736,0,347.76
1651,CN-202020-4641447,2021-09-30,2021-10-04,标准级,俞荷-13780,俞荷,消费者,西安,陕西,中国,西北,家具-用具-10003114,家具,用具,"Advantus 闹钟, 一包多件",480.2,2,0.0,168.0,4,2021,9,3,3,0.3498542274052478,0,240.1
1652,CN-202021-4240650,2022-12-10,2022-12-12,一级,孟虢-13540,孟虢,消费者,塘沽,天津,中国,华北,办公用-美术-10003822,办公用品,美术,"BIC 钢笔, 蓝色",199.92,3,0.0,89.88,2,2022,12,4,5,0.4495798319327731,0,66.64
1653,CN-202021-4240650,2022-12-10,2022-12-12,一级,孟虢-13540,孟虢,消费者,塘沽,天津,中国,华北,家具-椅子-10002550,家具,椅子,"Office Star 沙滩椅, 黑色",1236.9,5,0.0,556.5,2,2022,12,4,5,0.4499151103565365,0,247.38000000000002
1654,CN-202022-2877606,2023-08-07,2023-08-12,标准级,洪华-14080,洪华,公司,上梅,湖南,中国,中南,技术-设备-10003561,技术,设备,"松下 收据打印机, 白色",556.7800000000001,1,0.0,5.46,5,2023,8,3,0,0.00980638672366105,0,556.7800000000001
1655,CN-202022-2877606,2023-08-07,2023-08-12,标准级,洪华-14080,洪华,公司,上梅,湖南,中国,中南,办公用-装订-10000127,办公用品,装订机,"Acco 标签, 透明",112.56,3,0.0,52.5,5,2023,8,3,0,0.4664179104477612,0,37.52
1656,CN-202022-2877606,2023-08-07,2023-08-12,标准级,洪华-14080,洪华,公司,上梅,湖南,中国,中南,办公用-收纳-10003040,办公用品,收纳具,"Tenex 锁柜, 工业",2864.82,3,0.0,658.56,5,2023,8,3,0,0.22987831696232222,0,954.94
1657,US-202021-3566090,2022-10-24,2022-10-29,标准级,潘健-14575,潘健,消费者,温州,浙江,中国,华东,办公用-美术-10002569,办公用品,美术,"Stanley 画布, 金属",94.69599999999998,2,0.8,-179.9840000000001,5,2022,10,4,0,-1.9006505026611487,1,47.34799999999999
1658,US-202021-3566090,2022-10-24,2022-10-29,标准级,潘健-14575,潘健,消费者,温州,浙江,中国,华东,技术-设备-10004791,技术,设备,"StarTech 卡片打印机, 红色",3148.74,7,0.4,-1049.58,5,2022,10,4,0,-0.3333333333333333,1,449.82
1659,US-202021-3566090,2022-10-24,2022-10-29,标准级,潘健-14575,潘健,消费者,温州,浙江,中国,华东,办公用-用品-10003797,办公用品,用品,"Acme 尺子, 蓝色",374.304,8,0.4,-131.936,5,2022,10,4,0,-0.35248354278874927,1,46.788
1660,CN-202023-5486414,2024-10-03,2024-10-07,标准级,苏晒-19825,苏晒明,消费者,洛阳,福建,中国,华东,办公用-信封-10004134,办公用品,信封,"Ames 搭扣信封, 红色",150.36,3,0.0,39.06,4,2024,10,4,3,0.25977653631284914,0,50.120000000000005
1661,CN-202020-3560054,2021-04-20,2021-04-24,标准级,何安-10135,何安,小型企业,沈阳,辽宁,中国,东北,办公用-纸张-10002327,办公用品,纸张,"Enermax 信纸, 每包 12 个",1195.6,5,0.0,250.6,4,2021,4,2,1,0.20960187353629978,0,239.11999999999998
1662,CN-202020-3560054,2021-04-20,2021-04-24,标准级,何安-10135,何安,小型企业,沈阳,辽宁,中国,东北,家具-用具-10000952,家具,用具,"Eldon 门挡, 黑色",421.3440000000001,3,0.4,-77.6160000000001,4,2021,4,2,1,-0.18421052631578966,1,140.44800000000004
1663,CN-202020-3560054,2021-04-20,2021-04-24,标准级,何安-10135,何安,小型企业,沈阳,辽宁,中国,东北,家具-用具-10001454,家具,用具,"Tenex 分层置放架, 一包多件",354.06,5,0.4,-165.34,4,2021,4,2,1,-0.46698299723210757,1,70.812
1664,CN-202020-3560054,2021-04-20,2021-04-24,标准级,何安-10135,何安,小型企业,沈阳,辽宁,中国,东北,办公用-收纳-10003383,办公用品,收纳具,"Eldon 盘, 蓝色",1119.3,5,0.0,88.9,4,2021,4,2,1,0.07942464040025017,0,223.85999999999999
1665,CN-202022-3266914,2023-06-07,2023-06-13,标准级,严诚-11395,严诚,公司,沈阳,辽宁,中国,东北,技术-配件-10003355,技术,配件,"Enermax 闪存驱动器, 耐用",467.3759999999999,4,0.4,-155.904,6,2023,6,2,2,-0.3335729690869878,1,116.84399999999998
1666,US-202023-3690158,2024-02-06,2024-02-10,二级,冯青-19570,冯青,消费者,沈阳,辽宁,中国,东北,办公用-器具-10004675,办公用品,器具,"Hoover 炉灶, 白色",3173.016,2,0.4,-2115.344000000001,4,2024,2,1,1,-0.666666666666667,1,1586.508
