客户 ID,最近购买日期,购买频率,购买金额,R_天数,客户名称,细分,地区,R_Score,F_Score,M_Score,RFM_总分,RFM_平均分,客户分群,价值等级
吴磊-16165,2024-07-27,22,38949.288,156,吴磊,公司,华东,2,5,5,12,4.0,一般客户,VIP客户
吴磊-16165,2024-07-27,22,38949.288,156,吴磊,公司,西北,2,5,5,12,4.0,一般客户,VIP客户
周冬-12385,2022-06-27,2,1848.6999999999998,917,周冬露,消费者,西南,1,1,1,3,1.0,需挽留客户,低价值客户
周冬-12385,2022-06-27,2,1848.6999999999998,917,周冬露,消费者,华东,1,1,1,3,1.0,需挽留客户,低价值客户
周康-15340,2024-06-16,25,21388.731,197,周康,消费者,西南,2,5,3,10,3.3333333333333335,一般客户,重要客户
周康-15340,2024-06-16,25,21388.731,197,周康,消费者,华东,2,5,3,10,3.3333333333333335,一般客户,重要客户
周康-15340,2024-06-16,25,21388.731,197,周康,消费者,东北,2,5,3,10,3.3333333333333335,一般客户,重要客户
周康-15340,2024-06-16,25,21388.731,197,周康,消费者,西北,2,5,3,10,3.3333333333333335,一般客户,重要客户
周康-15340,2024-06-16,25,21388.731,197,周康,消费者,华北,2,5,3,10,3.3333333333333335,一般客户,重要客户
周木-18400,2024-12-14,6,3640.728,16,周木兰,消费者,西北,5,1,1,7,2.3333333333333335,一般客户,普通客户
周木-18400,2024-12-14,6,3640.728,16,周木兰,消费者,华东,5,1,1,7,2.3333333333333335,一般客户,普通客户
周木-18400,2024-12-14,6,3640.728,16,周木兰,消费者,华北,5,1,1,7,2.3333333333333335,一般客户,普通客户
周木-18400,2024-12-14,6,3640.728,16,周木兰,消费者,中南,5,1,1,7,2.3333333333333335,一般客户,普通客户
周木-18400,2024-12-14,6,3640.728,16,周木兰,消费者,东北,5,1,1,7,2.3333333333333335,一般客户,普通客户
周柏-18925,2024-12-16,15,23654.568000000003,14,周柏,小型企业,中南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
周柏-18925,2024-12-16,15,23654.568000000003,14,周柏,小型企业,华北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
周柏-18925,2024-12-16,15,23654.568000000003,14,周柏,小型企业,西南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
周柏-18925,2024-12-16,15,23654.568000000003,14,周柏,小型企业,华东,5,4,4,13,4.333333333333333,高价值客户,VIP客户
周柏-18925,2024-12-16,15,23654.568000000003,14,周柏,小型企业,西北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
周诚-11275,2024-10-23,13,15513.372,68,周诚,公司,华北,3,3,2,8,2.6666666666666665,一般客户,普通客户
周诚-11275,2024-10-23,13,15513.372,68,周诚,公司,华东,3,3,2,8,2.6666666666666665,一般客户,普通客户
周诚-11275,2024-10-23,13,15513.372,68,周诚,公司,中南,3,3,2,8,2.6666666666666665,一般客户,普通客户
周诚-11275,2024-10-23,13,15513.372,68,周诚,公司,西南,3,3,2,8,2.6666666666666665,一般客户,普通客户
周诚-11275,2024-10-23,13,15513.372,68,周诚,公司,西北,3,3,2,8,2.6666666666666665,一般客户,普通客户
周诚-11290,2024-09-17,19,40890.248,104,周诚,消费者,东北,3,4,5,12,4.0,重要保持客户,VIP客户
周诚-11290,2024-09-17,19,40890.248,104,周诚,消费者,西南,3,4,5,12,4.0,重要保持客户,VIP客户
周诚-11290,2024-09-17,19,40890.248,104,周诚,消费者,华东,3,4,5,12,4.0,重要保持客户,VIP客户
周诚-11290,2024-09-17,19,40890.248,104,周诚,消费者,华北,3,4,5,12,4.0,重要保持客户,VIP客户
唐凤-12985,2023-06-21,8,10364.872,558,唐凤,消费者,华北,1,1,2,4,1.3333333333333333,需挽留客户,低价值客户
唐凤-12985,2023-06-21,8,10364.872,558,唐凤,消费者,华东,1,1,2,4,1.3333333333333333,需挽留客户,低价值客户
唐凤-12985,2023-06-21,8,10364.872,558,唐凤,消费者,中南,1,1,2,4,1.3333333333333333,需挽留客户,低价值客户
唐婉-21385,2024-05-12,15,17410.316,232,唐婉,小型企业,华东,1,4,3,8,2.6666666666666665,一般客户,普通客户
唐婉-21385,2024-05-12,15,17410.316,232,唐婉,小型企业,东北,1,4,3,8,2.6666666666666665,一般客户,普通客户
唐婉-21385,2024-05-12,15,17410.316,232,唐婉,小型企业,华北,1,4,3,8,2.6666666666666665,一般客户,普通客户
唐宁-18745,2024-10-20,10,12968.284,71,唐宁,公司,西北,3,2,2,7,2.3333333333333335,一般客户,普通客户
唐宁-18745,2024-10-20,10,12968.284,71,唐宁,公司,西南,3,2,2,7,2.3333333333333335,一般客户,普通客户
唐宁-18745,2024-10-20,10,12968.284,71,唐宁,公司,东北,3,2,2,7,2.3333333333333335,一般客户,普通客户
唐安-10240,2024-10-05,19,45026.856,86,唐安,消费者,华东,3,4,5,12,4.0,重要保持客户,VIP客户
唐安-10240,2024-10-05,19,45026.856,86,唐安,消费者,西北,3,4,5,12,4.0,重要保持客户,VIP客户
唐安-10240,2024-10-05,19,45026.856,86,唐安,消费者,华北,3,4,5,12,4.0,重要保持客户,VIP客户
唐安-10240,2024-10-05,19,45026.856,86,唐安,消费者,中南,3,4,5,12,4.0,重要保持客户,VIP客户
唐忠-11545,2024-11-30,36,44336.6,30,唐忠,公司,华东,4,5,5,14,4.666666666666667,高价值客户,VIP客户
唐忠-11545,2024-11-30,36,44336.6,30,唐忠,公司,华北,4,5,5,14,4.666666666666667,高价值客户,VIP客户
唐忠-11545,2024-11-30,36,44336.6,30,唐忠,公司,中南,4,5,5,14,4.666666666666667,高价值客户,VIP客户
唐忠-11545,2024-11-30,36,44336.6,30,唐忠,公司,西北,4,5,5,14,4.666666666666667,高价值客户,VIP客户
唐木-18430,2024-03-11,2,613.76,294,唐木兰,消费者,华东,1,1,1,3,1.0,需挽留客户,低价值客户
唐栋-12325,2024-01-09,20,39435.032,356,唐栋,小型企业,中南,1,5,5,11,3.6666666666666665,一般客户,重要客户
唐栋-12325,2024-01-09,20,39435.032,356,唐栋,小型企业,西南,1,5,5,11,3.6666666666666665,一般客户,重要客户
唐栋-12325,2024-01-09,20,39435.032,356,唐栋,小型企业,西北,1,5,5,11,3.6666666666666665,一般客户,重要客户
唐栋-12325,2024-01-09,20,39435.032,356,唐栋,小型企业,华东,1,5,5,11,3.6666666666666665,一般客户,重要客户
唐栋-12325,2024-01-09,20,39435.032,356,唐栋,小型企业,东北,1,5,5,11,3.6666666666666665,一般客户,重要客户
唐欢-14170,2024-10-28,10,9161.235999999999,63,唐欢悦,消费者,华东,3,2,1,6,2.0,一般客户,普通客户
唐欢-14170,2024-10-28,10,9161.235999999999,63,唐欢悦,消费者,华北,3,2,1,6,2.0,一般客户,普通客户
唐欢-14170,2024-10-28,10,9161.235999999999,63,唐欢悦,消费者,中南,3,2,1,6,2.0,一般客户,普通客户
唐欢-14170,2024-10-28,10,9161.235999999999,63,唐欢悦,消费者,西北,3,2,1,6,2.0,一般客户,普通客户
唐爽-20560,2024-12-17,18,26604.507999999998,13,唐爽,小型企业,中南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
唐爽-20560,2024-12-17,18,26604.507999999998,13,唐爽,小型企业,东北,5,4,4,13,4.333333333333333,高价值客户,VIP客户
唐爽-20560,2024-12-17,18,26604.507999999998,13,唐爽,小型企业,华东,5,4,4,13,4.333333333333333,高价值客户,VIP客户
唐爽-20560,2024-12-17,18,26604.507999999998,13,唐爽,小型企业,西南,5,4,4,13,4.333333333333333,高价值客户,VIP客户
唐蔓-18010,2021-05-13,3,47540.115,1327,唐蔓楚,公司,华北,1,1,5,7,2.3333333333333335,需挽留客户,普通客户
夏光-13375,2024-08-03,12,11791.038,149,夏光,消费者,中南,2,3,2,7,2.3333333333333335,一般客户,普通客户
夏光-13375,2024-08-03,12,11791.038,149,夏光,消费者,华东,2,3,2,7,2.3333333333333335,一般客户,普通客户
夏娜-18475,2022-06-13,2,4040.6800000000003,931,夏娜,小型企业,东北,1,1,1,3,1.0,需挽留客户,低价值客户
夏平-19120,2024-11-27,9,5638.528,33,夏平,消费者,华东,4,2,1,7,2.3333333333333335,一般客户,普通客户
夏平-19120,2024-11-27,9,5638.528,33,夏平,消费者,华北,4,2,1,7,2.3333333333333335,一般客户,普通客户
夏平-19120,2024-11-27,9,5638.528,33,夏平,消费者,西北,4,2,1,7,2.3333333333333335,一般客户,普通客户
夏平-19120,2024-11-27,9,5638.528,33,夏平,消费者,中南,4,2,1,7,2.3333333333333335,一般客户,普通客户
夏彩-10645,2023-10-07,15,13180.286,450,夏彩,消费者,中南,1,4,2,7,2.3333333333333335,一般客户,普通客户
夏彩-10645,2023-10-07,15,13180.286,450,夏彩,消费者,东北,1,4,2,7,2.3333333333333335,一般客户,普通客户
夏彩-10645,2023-10-07,15,13180.286,450,夏彩,消费者,华北,1,4,2,7,2.3333333333333335,一般客户,普通客户
夏彩-10645,2023-10-07,15,13180.286,450,夏彩,消费者,华东,1,4,2,7,2.3333333333333335,一般客户,普通客户
夏惠-14320,2024-07-17,17,35395.975999999995,166,夏惠英,消费者,中南,2,4,5,11,3.6666666666666665,一般客户,重要客户
夏惠-14320,2024-07-17,17,35395.975999999995,166,夏惠英,消费者,东北,2,4,5,11,3.6666666666666665,一般客户,重要客户
夏惠-14320,2024-07-17,17,35395.975999999995,166,夏惠英,消费者,华东,2,4,5,11,3.6666666666666665,一般客户,重要客户
夏惠-14320,2024-07-17,17,35395.975999999995,166,夏惠英,消费者,华北,2,4,5,11,3.6666666666666665,一般客户,重要客户
夏惠-14320,2024-07-17,17,35395.975999999995,166,夏惠英,消费者,西北,2,4,5,11,3.6666666666666665,一般客户,重要客户
夏明-18355,2024-08-03,22,28379.953,149,夏明媚,公司,中南,2,5,4,11,3.6666666666666665,一般客户,重要客户
夏明-18355,2024-08-03,22,28379.953,149,夏明媚,公司,华东,2,5,4,11,3.6666666666666665,一般客户,重要客户
夏明-18355,2024-08-03,22,28379.953,149,夏明媚,公司,华北,2,5,4,11,3.6666666666666665,一般客户,重要客户
夏明-18355,2024-08-03,22,28379.953,149,夏明媚,公司,东北,2,5,4,11,3.6666666666666665,一般客户,重要客户
夏明-18355,2024-08-03,22,28379.953,149,夏明媚,公司,西南,2,5,4,11,3.6666666666666665,一般客户,重要客户
夏松-20665,2022-09-03,4,5830.02,849,夏松,小型企业,华东,1,1,1,3,1.0,需挽留客户,低价值客户
夏松-20665,2022-09-03,4,5830.02,849,夏松,小型企业,中南,1,1,1,3,1.0,需挽留客户,低价值客户
夏松-20665,2022-09-03,4,5830.02,849,夏松,小型企业,华北,1,1,1,3,1.0,需挽留客户,低价值客户
夏柏-18955,2024-10-19,14,18528.818,72,夏柏,小型企业,华北,3,3,3,9,3.0,重要保持客户,重要客户
夏柏-18955,2024-10-19,14,18528.818,72,夏柏,小型企业,华东,3,3,3,9,3.0,重要保持客户,重要客户
夏柏-18955,2024-10-19,14,18528.818,72,夏柏,小型企业,中南,3,3,3,9,3.0,重要保持客户,重要客户
夏梦-18175,2024-12-04,5,3322.8999999999996,26,夏梦,小型企业,中南,5,1,1,7,2.3333333333333335,一般客户,普通客户
夏梦-18175,2024-12-04,5,3322.8999999999996,26,夏梦,小型企业,西南,5,1,1,7,2.3333333333333335,一般客户,普通客户
夏梦-18175,2024-12-04,5,3322.8999999999996,26,夏梦,小型企业,华东,5,1,1,7,2.3333333333333335,一般客户,普通客户
夏芯-13960,2024-11-28,16,22262.583,32,夏芯,消费者,华东,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
夏芯-13960,2024-11-28,16,22262.583,32,夏芯,消费者,中南,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
夏芯-13960,2024-11-28,16,22262.583,32,夏芯,消费者,西南,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
姚凤-13015,2024-04-30,12,18242.728,244,姚凤,消费者,中南,1,3,3,7,2.3333333333333335,一般客户,普通客户
姚凤-13015,2024-04-30,12,18242.728,244,姚凤,消费者,华北,1,3,3,7,2.3333333333333335,一般客户,普通客户
姚彩-10765,2024-04-28,14,44901.583999999995,246,姚彩,小型企业,华东,1,3,5,9,3.0,一般客户,重要客户
姚彩-10765,2024-04-28,14,44901.583999999995,246,姚彩,小型企业,中南,1,3,5,9,3.0,一般客户,重要客户
姚彩-10765,2024-04-28,14,44901.583999999995,246,姚彩,小型企业,东北,1,3,5,9,3.0,一般客户,重要客户
姚柏-19015,2024-09-06,6,8506.119999999999,115,姚柏,消费者,中南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
姚柏-19015,2024-09-06,6,8506.119999999999,115,姚柏,消费者,华东,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
姚柏-19015,2024-09-06,6,8506.119999999999,115,姚柏,消费者,西南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
姚柏-19015,2024-09-06,6,8506.119999999999,115,姚柏,消费者,东北,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
姚秋-11605,2024-11-13,9,7387.912,47,姚秋,消费者,西北,4,2,1,7,2.3333333333333335,一般客户,普通客户
姚秋-11605,2024-11-13,9,7387.912,47,姚秋,消费者,东北,4,2,1,7,2.3333333333333335,一般客户,普通客户
姚秋-11605,2024-11-13,9,7387.912,47,姚秋,消费者,中南,4,2,1,7,2.3333333333333335,一般客户,普通客户
姚秋-11605,2024-11-13,9,7387.912,47,姚秋,消费者,华东,4,2,1,7,2.3333333333333335,一般客户,普通客户
孔关-15610,2024-12-15,10,17443.86,15,孔关茵,公司,东北,5,2,3,10,3.3333333333333335,重要发展客户,重要客户
孔关-15610,2024-12-15,10,17443.86,15,孔关茵,公司,华北,5,2,3,10,3.3333333333333335,重要发展客户,重要客户
孔关-15610,2024-12-15,10,17443.86,15,孔关茵,公司,西南,5,2,3,10,3.3333333333333335,重要发展客户,重要客户
孔关-15610,2024-12-15,10,17443.86,15,孔关茵,公司,中南,5,2,3,10,3.3333333333333335,重要发展客户,重要客户
孔关-15610,2024-12-15,10,17443.86,15,孔关茵,公司,华东,5,2,3,10,3.3333333333333335,重要发展客户,重要客户
孔松-20695,2024-11-14,11,10100.02,46,孔松,公司,中南,4,2,2,8,2.6666666666666665,一般客户,普通客户
孔松-20695,2024-11-14,11,10100.02,46,孔松,公司,西北,4,2,2,8,2.6666666666666665,一般客户,普通客户
孔松-20695,2024-11-14,11,10100.02,46,孔松,公司,华北,4,2,2,8,2.6666666666666665,一般客户,普通客户
孔辉-12610,2024-12-10,14,13030.136,20,孔辉,公司,中南,5,3,2,10,3.3333333333333335,一般客户,重要客户
孔辉-12610,2024-12-10,14,13030.136,20,孔辉,公司,东北,5,3,2,10,3.3333333333333335,一般客户,重要客户
孔辉-12610,2024-12-10,14,13030.136,20,孔辉,公司,华东,5,3,2,10,3.3333333333333335,一般客户,重要客户
孔辉-12610,2024-12-10,14,13030.136,20,孔辉,公司,西南,5,3,2,10,3.3333333333333335,一般客户,重要客户
孙壁-10465,2024-09-18,16,14219.071999999998,103,孙壁,消费者,东北,3,4,2,9,3.0,一般客户,重要客户
孙壁-10465,2024-09-18,16,14219.071999999998,103,孙壁,消费者,中南,3,4,2,9,3.0,一般客户,重要客户
孙壁-10465,2024-09-18,16,14219.071999999998,103,孙壁,消费者,华北,3,4,2,9,3.0,一般客户,重要客户
孙斯-21010,2024-11-24,14,17877.327999999998,36,孙斯云,消费者,中南,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
孙斯-21010,2024-11-24,14,17877.327999999998,36,孙斯云,消费者,华北,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
孙斯-21010,2024-11-24,14,17877.327999999998,36,孙斯云,消费者,西南,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
孙斯-21010,2024-11-24,14,17877.327999999998,36,孙斯云,消费者,华东,4,3,3,10,3.3333333333333335,重要保持客户,重要客户
孙梦-18250,2023-10-23,13,30094.932,434,孙梦,公司,西南,1,3,4,8,2.6666666666666665,一般客户,普通客户
孙梦-18250,2023-10-23,13,30094.932,434,孙梦,公司,中南,1,3,4,8,2.6666666666666665,一般客户,普通客户
孙梦-18250,2023-10-23,13,30094.932,434,孙梦,公司,华东,1,3,4,8,2.6666666666666665,一般客户,普通客户
孙梦-18250,2023-10-23,13,30094.932,434,孙梦,公司,东北,1,3,4,8,2.6666666666666665,一般客户,普通客户
孙荷-13750,2024-10-17,15,34189.372,74,孙荷,公司,华北,3,4,5,12,4.0,重要保持客户,VIP客户
孙荷-13750,2024-10-17,15,34189.372,74,孙荷,公司,东北,3,4,5,12,4.0,重要保持客户,VIP客户
孙荷-13750,2024-10-17,15,34189.372,74,孙荷,公司,华东,3,4,5,12,4.0,重要保持客户,VIP客户
孙荷-13750,2024-10-17,15,34189.372,74,孙荷,公司,中南,3,4,5,12,4.0,重要保持客户,VIP客户
孙诚-11320,2024-09-18,21,29942.976000000002,103,孙诚,消费者,华东,3,5,4,12,4.0,重要保持客户,VIP客户
孙诚-11320,2024-09-18,21,29942.976000000002,103,孙诚,消费者,中南,3,5,4,12,4.0,重要保持客户,VIP客户
孙诚-11320,2024-09-18,21,29942.976000000002,103,孙诚,消费者,西南,3,5,4,12,4.0,重要保持客户,VIP客户
孙谙-18835,2024-06-22,14,17333.89,191,孙谙,公司,华北,2,3,3,8,2.6666666666666665,一般客户,普通客户
孙谙-18835,2024-06-22,14,17333.89,191,孙谙,公司,华东,2,3,3,8,2.6666666666666665,一般客户,普通客户
孙谙-18835,2024-06-22,14,17333.89,191,孙谙,公司,东北,2,3,3,8,2.6666666666666665,一般客户,普通客户
孙谙-18835,2024-06-22,14,17333.89,191,孙谙,公司,中南,2,3,3,8,2.6666666666666665,一般客户,普通客户
孙谙-18835,2024-06-22,14,17333.89,191,孙谙,公司,西南,2,3,3,8,2.6666666666666665,一般客户,普通客户
孙辉-12625,2024-10-23,7,10699.22,68,孙辉,小型企业,华北,3,1,2,6,2.0,一般客户,普通客户
孙辉-12625,2024-10-23,7,10699.22,68,孙辉,小型企业,中南,3,1,2,6,2.0,一般客户,普通客户
孙雯-21805,2024-08-28,7,13036.744,124,孙雯,公司,东北,2,1,2,5,1.6666666666666667,需挽留客户,低价值客户
孙雯-21805,2024-08-28,7,13036.744,124,孙雯,公司,华东,2,1,2,5,1.6666666666666667,需挽留客户,低价值客户
孙雯-21805,2024-08-28,7,13036.744,124,孙雯,公司,中南,2,1,2,5,1.6666666666666667,需挽留客户,低价值客户
孟伟-21535,2024-08-08,10,16753.744000000002,144,孟伟,小型企业,华北,2,2,3,7,2.3333333333333335,需挽留客户,普通客户
孟伟-21535,2024-08-08,10,16753.744000000002,144,孟伟,小型企业,西北,2,2,3,7,2.3333333333333335,需挽留客户,普通客户
孟伟-21535,2024-08-08,10,16753.744000000002,144,孟伟,小型企业,东北,2,2,3,7,2.3333333333333335,需挽留客户,普通客户
孟伟-21535,2024-08-08,10,16753.744000000002,144,孟伟,小型企业,华东,2,2,3,7,2.3333333333333335,需挽留客户,普通客户
孟刚-13180,2024-11-20,21,33202.68,40,孟刚,公司,西南,4,5,4,13,4.333333333333333,高价值客户,VIP客户
孟刚-13180,2024-11-20,21,33202.68,40,孟刚,公司,华东,4,5,4,13,4.333333333333333,高价值客户,VIP客户
孟刚-13180,2024-11-20,21,33202.68,40,孟刚,公司,中南,4,5,4,13,4.333333333333333,高价值客户,VIP客户
孟刚-13180,2024-11-20,21,33202.68,40,孟刚,公司,华北,4,5,4,13,4.333333333333333,高价值客户,VIP客户
孟斯-20980,2024-12-17,15,23180.416,13,孟斯云,公司,华东,5,4,3,12,4.0,重要保持客户,VIP客户
孟斯-20980,2024-12-17,15,23180.416,13,孟斯云,公司,西南,5,4,3,12,4.0,重要保持客户,VIP客户
孟斯-20980,2024-12-17,15,23180.416,13,孟斯云,公司,中南,5,4,3,12,4.0,重要保持客户,VIP客户
孟斯-20980,2024-12-17,15,23180.416,13,孟斯云,公司,东北,5,4,3,12,4.0,重要保持客户,VIP客户
孟珊-19885,2024-10-20,9,16739.716,71,孟珊,公司,东北,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
孟珊-19885,2024-10-20,9,16739.716,71,孟珊,公司,西南,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
孟珊-19885,2024-10-20,9,16739.716,71,孟珊,公司,华东,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
孟珊-19885,2024-10-20,9,16739.716,71,孟珊,公司,华北,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
孟虢-13540,2024-11-11,10,17534.02,49,孟虢,消费者,中南,4,2,3,9,3.0,重要发展客户,重要客户
孟虢-13540,2024-11-11,10,17534.02,49,孟虢,消费者,华北,4,2,3,9,3.0,重要发展客户,重要客户
孟虢-13540,2024-11-11,10,17534.02,49,孟虢,消费者,西南,4,2,3,9,3.0,重要发展客户,重要客户
孟虢-13540,2024-11-11,10,17534.02,49,孟虢,消费者,东北,4,2,3,9,3.0,重要发展客户,重要客户
宋忠-11530,2024-10-13,10,8825.488,78,宋忠,小型企业,中南,3,2,1,6,2.0,一般客户,普通客户
宋忠-11530,2024-10-13,10,8825.488,78,宋忠,小型企业,华东,3,2,1,6,2.0,一般客户,普通客户
宋忠-11530,2024-10-13,10,8825.488,78,宋忠,小型企业,西北,3,2,1,6,2.0,一般客户,普通客户
宋忠-11530,2024-10-13,10,8825.488,78,宋忠,小型企业,华北,3,2,1,6,2.0,一般客户,普通客户
宋栋-12310,2024-09-28,10,17438.904000000002,93,宋栋,公司,华北,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
宋栋-12310,2024-09-28,10,17438.904000000002,93,宋栋,公司,华东,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
宋栋-12310,2024-09-28,10,17438.904000000002,93,宋栋,公司,西南,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
宋栋-12310,2024-09-28,10,17438.904000000002,93,宋栋,公司,中南,3,2,3,8,2.6666666666666665,重要发展客户,普通客户
宋立-16840,2024-11-12,18,35020.356,48,宋立,消费者,中南,4,4,5,13,4.333333333333333,高价值客户,VIP客户
宋立-16840,2024-11-12,18,35020.356,48,宋立,消费者,华东,4,4,5,13,4.333333333333333,高价值客户,VIP客户
宋立-16840,2024-11-12,18,35020.356,48,宋立,消费者,华北,4,4,5,13,4.333333333333333,高价值客户,VIP客户
宋立-16840,2024-11-12,18,35020.356,48,宋立,消费者,东北,4,4,5,13,4.333333333333333,高价值客户,VIP客户
宋良-17170,2024-12-25,23,39627.28,5,宋良,公司,华东,5,5,5,15,5.0,高价值客户,VIP客户
宋良-17170,2024-12-25,23,39627.28,5,宋良,公司,东北,5,5,5,15,5.0,高价值客户,VIP客户
宋良-17170,2024-12-25,23,39627.28,5,宋良,公司,中南,5,5,5,15,5.0,高价值客户,VIP客户
宋良-17170,2024-12-25,23,39627.28,5,宋良,公司,西南,5,5,5,15,5.0,高价值客户,VIP客户
封乐-17740,2024-09-11,21,36418.676,110,封乐,消费者,中南,3,5,5,13,4.333333333333333,重要保持客户,VIP客户
封乐-17740,2024-09-11,21,36418.676,110,封乐,消费者,西南,3,5,5,13,4.333333333333333,重要保持客户,VIP客户
封乐-17740,2024-09-11,21,36418.676,110,封乐,消费者,华东,3,5,5,13,4.333333333333333,重要保持客户,VIP客户
封乐-17740,2024-09-11,21,36418.676,110,封乐,消费者,西北,3,5,5,13,4.333333333333333,重要保持客户,VIP客户
尹凤-13045,2024-12-24,11,15224.44,6,尹凤,公司,中南,5,2,2,9,3.0,一般客户,重要客户
尹凤-13045,2024-12-24,11,15224.44,6,尹凤,公司,华东,5,2,2,9,3.0,一般客户,重要客户
尹凤-13045,2024-12-24,11,15224.44,6,尹凤,公司,西南,5,2,2,9,3.0,一般客户,重要客户
巩光-13435,2024-06-17,24,32984.475999999995,196,巩光,消费者,华东,2,5,4,11,3.6666666666666665,一般客户,重要客户
巩光-13435,2024-06-17,24,32984.475999999995,196,巩光,消费者,中南,2,5,4,11,3.6666666666666665,一般客户,重要客户
巩关-15595,2024-11-11,27,38048.723999999995,49,巩关茵,公司,华东,4,5,5,14,4.666666666666667,高价值客户,VIP客户
巩关-15595,2024-11-11,27,38048.723999999995,49,巩关茵,公司,中南,4,5,5,14,4.666666666666667,高价值客户,VIP客户
巩关-15595,2024-11-11,27,38048.723999999995,49,巩关茵,公司,东北,4,5,5,14,4.666666666666667,高价值客户,VIP客户
巩凤-12880,2024-12-09,6,1865.6680000000001,21,巩凤,公司,华东,5,1,1,7,2.3333333333333335,一般客户,普通客户
巩凤-12880,2024-12-09,6,1865.6680000000001,21,巩凤,公司,东北,5,1,1,7,2.3333333333333335,一般客户,普通客户
巩凤-12880,2024-12-09,6,1865.6680000000001,21,巩凤,公司,西南,5,1,1,7,2.3333333333333335,一般客户,普通客户
巩嘉-14500,2024-08-05,8,7127.987999999999,147,巩嘉丽,消费者,西北,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
巩嘉-14500,2024-08-05,8,7127.987999999999,147,巩嘉丽,消费者,中南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
巩嘉-14500,2024-08-05,8,7127.987999999999,147,巩嘉丽,消费者,西南,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
巩嘉-14500,2024-08-05,8,7127.987999999999,147,巩嘉丽,消费者,东北,2,1,1,4,1.3333333333333333,需挽留客户,低价值客户
巩嫒-10045,2024-12-19,21,16720.788,11,巩嫒,公司,中南,5,5,3,13,4.333333333333333,重要保持客户,VIP客户
巩嫒-10045,2024-12-19,21,16720.788,11,巩嫒,公司,西南,5,5,3,13,4.333333333333333,重要保持客户,VIP客户
巩嫒-10045,2024-12-19,21,16720.788,11,巩嫒,公司,华东,5,5,3,13,4.333333333333333,重要保持客户,VIP客户
巩嫒-10045,2024-12-19,21,16720.788,11,巩嫒,公司,西北,5,5,3,13,4.333333333333333,重要保持客户,VIP客户
巩安-10180,2024-03-27,5,6092.632,278,巩安,小型企业,华东,1,1,1,3,1.0,需挽留客户,低价值客户
巩安-10180,2024-03-27,5,6092.632,278,巩安,小型企业,华北,1,1,1,3,1.0,需挽留客户,低价值客户
巩安-10180,2024-03-27,5,6092.632,278,巩安,小型企业,中南,1,1,1,3,1.0,需挽留客户,低价值客户
巩廉-17275,2024-11-20,8,15267.560000000001,40,巩廉,消费者,华东,4,1,2,7,2.3333333333333335,一般客户,普通客户
巩廉-17275,2024-11-20,8,15267.560000000001,40,巩廉,消费者,中南,4,1,2,7,2.3333333333333335,一般客户,普通客户
巩廉-17275,2024-11-20,8,15267.560000000001,40,巩廉,消费者,西南,4,1,2,7,2.3333333333333335,一般客户,普通客户
巩德-12070,2024-11-23,19,22783.586,37,巩德,小型企业,中南,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
巩德-12070,2024-11-23,19,22783.586,37,巩德,小型企业,东北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
巩德-12070,2024-11-23,19,22783.586,37,巩德,小型企业,华东,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
巩德-12070,2024-11-23,19,22783.586,37,巩德,小型企业,华北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
巩德-12070,2024-11-23,19,22783.586,37,巩德,小型企业,西北,4,4,3,11,3.6666666666666665,重要保持客户,重要客户
巩明-18370,2024-12-22,6,10093.776000000002,8,巩明媚,消费者,东北,5,1,1,7,2.3333333333333335,一般客户,普通客户
巩明-18370,2024-12-22,6,10093.776000000002,8,巩明媚,消费者,华东,5,1,1,7,2.3333333333333335,一般客户,普通客户
巩明-18370,2024-12-22,6,10093.776000000002,8,巩明媚,消费者,华北,5,1,1,7,2.3333333333333335,一般客户,普通客户
巩晒-19795,2024-04-07,13,10659.124,267,巩晒明,小型企业,华东,1,3,2,6,2.0,一般客户,普通客户
